"","silver_history.csv Date","silver_history.csv Price","silver_history.csv Open","silver_history.csv High","silver_history.csv Low","silver_history.csv Volume"
"1286",2014-01-30,1242.2,1267,1267.7,1237.5,"45280"
"1287",2014-01-31,1240.1,1243.6,1254.5,1238.4,"5820"
"1288",2014-02-03,1260.4,1242.4,1266.3,1241.2,"2910"
"1289",2014-02-04,1251.7,1258.4,1260.7,1247.8,"1750"
"1290",2014-02-05,1257.3,1254,1273.7,1253.1,"1620"
"1291",2014-02-06,1257.6,1258,1267,1253.5,"270"
"1292",2014-02-07,1263.3,1258.3,1271.4,1257.9,"440"
"1293",2014-02-10,1274.8,1269.6,1277.3,1265.7,"740"
"1294",2014-02-11,1290.1,1274,1292,1273.8,"560"
"1295",2014-02-12,1295.3,1290.5,1296.2,1285.5,"140"
"1296",2014-02-13,1300.4,1293.3,1303.5,1287.5,"880"
"1297",2014-02-14,1319,1301.7,1320.7,1301.5,"310"
"1298",2014-02-17,1328.5,1323.7,1332.2,1321.1,"-"
"1299",2014-02-18,1324.7,1322.9,1330.6,1313.9,"370"
"1300",2014-02-19,1320.6,1318.3,1321.6,1309.1,"190"
"1301",2014-02-20,1317.1,1310.7,1323.5,1309.6,"120"
"1302",2014-02-21,1323.9,1320,1328.3,1317.4,"170"
"1303",2014-02-24,1338.3,1324.3,1339,1321.4,"90"
"1304",2014-02-25,1343,1336.4,1343.9,1333.1,"290"
"1305",2014-02-26,1328.2,1341.2,1344,1325.6,"60"
"1306",2014-02-27,1331.6,1329.3,1335,1324.6,"370"
"1307",2014-02-28,1321.4,1329.8,1332.6,1321.1,"240"
"1308",2014-03-03,1350.1,1335.9,1354.1,1332.9,"230"
"1309",2014-03-04,1337.8,1350.4,1350.4,1332.2,"80"
"1310",2014-03-05,1340.2,1334.8,1341,1334.8,"30"
"1311",2014-03-06,1351.7,1338,1351.6,1333.3,"60"
"1312",2014-03-07,1338.1,1349.5,1352.7,1329.2,"100"
"1313",2014-03-10,1341.4,1336,1344.7,1330.5,"100"
"1314",2014-03-11,1346.5,1340,1352.4,1338.1,"50"
"1315",2014-03-12,1370.3,1349.1,1370.5,1348.7,"60"
"1316",2014-03-13,1372.2,1366.8,1374.5,1366.5,"20"
"1317",2014-03-14,1379,1376.1,1386.6,1369.8,"90"
"1318",2014-03-17,1372.9,1386.1,1391.4,1372.2,"30"
"1319",2014-03-18,1359,1359.3,1361.8,1353.4,"40"
"1320",2014-03-19,1341.4,1357.1,1358,1332.7,"60"
"1321",2014-03-20,1330.5,1333.7,1333.7,1325.8,"70"
"1322",2014-03-21,1336,1339.1,1339.1,1335,"0"
"1323",2014-03-24,1311.2,1333,1333,1310.5,"100"
"1324",2014-03-25,1311.4,1315.5,1315.5,1307.5,"50"
"1325",2014-03-26,1303.4,1315.2,1315.2,1311.8,"0"
"1326",2014-03-27,1294.7,1294.7,1294.7,1294.7,"-"
"1327",2014-03-28,1293.8,1292.2,1299.4,1285.9,"65490"
"1328",2014-03-31,1283.4,1294.3,1298.8,1282.4,"4120"
"1329",2014-04-01,1279.6,1285.1,1287.9,1277.3,"880"
"1330",2014-04-02,1290.5,1280.2,1294.1,1280.2,"1100"
"1331",2014-04-03,1284.4,1290.8,1293.6,1282.7,"780"
"1332",2014-04-04,1303.2,1285.5,1306.1,1284.4,"980"
"1333",2014-04-07,1298,1301.4,1304,1296.3,"360"
"1334",2014-04-08,1308.7,1296.6,1314.1,1296.6,"260"
"1335",2014-04-09,1305.5,1309.5,1313.6,1301.1,"190"
"1336",2014-04-10,1320.1,1311.8,1323.8,1311.2,"130"
"1337",2014-04-11,1318.7,1319,1322.8,1316.3,"80"
"1338",2014-04-14,1327.2,1320.1,1330,1320.1,"330"
"1339",2014-04-15,1300,1322.7,1322.7,1291.5,"240"
"1340",2014-04-16,1303.1,1302.7,1304,1295,"180"
"1341",2014-04-17,1293.4,1300.1,1303,1292.5,"120"
"1342",2014-04-21,1288,1290,1299.2,1283.7,"100"
"1343",2014-04-22,1280.6,1289.2,1291.6,1276,"100"
"1344",2014-04-23,1284.2,1284.3,1287.7,1282.4,"180"
"1345",2014-04-24,1290.5,1284.6,1297.9,1272.4,"520"
"1346",2014-04-25,1300.7,1293.8,1304.6,1293.8,"270"
"1347",2014-04-28,1298.9,1305.4,1305.4,1293,"60"
"1348",2014-04-29,1296,1295.5,1300.5,1289.1,"900"
"1349",2014-04-30,1295.6,1296,1296.5,1286.6,"180"
"1350",2014-05-01,1283.1,1288.7,1288.7,1278,"30"
"1351",2014-05-02,1302.6,1276.7,1302.7,1276.7,"90"
"1352",2014-05-05,1309,1305.6,1314.2,1305.5,"30"
"1353",2014-05-06,1308.3,1309.4,1309.4,1306.9,"10"
"1354",2014-05-07,1288.6,1310.3,1312,1288,"20"
"1355",2014-05-08,1287.4,1291.5,1291.5,1285.5,"70"
"1356",2014-05-09,1287.3,1287.3,1287.3,1287.3,"0"
"1357",2014-05-12,1295.6,1282.1,1295.9,1281.2,"20"
"1358",2014-05-13,1294.6,1295.5,1295.5,1292,"20"
"1359",2014-05-14,1305.7,1292.8,1306.9,1292.8,"30"
"1360",2014-05-15,1293.5,1302.5,1302.5,1292.8,"30"
"1361",2014-05-16,1293.3,1293.3,1293.3,1293.3,"10"
"1362",2014-05-19,1293.7,1293.7,1293.7,1293.7,"40"
"1363",2014-05-20,1294.5,1290.7,1290.7,1290.1,"10"
"1364",2014-05-21,1288,1287.4,1287.4,1287.4,"0"
"1365",2014-05-22,1294.9,1294.2,1295,1294.2,"0"
"1366",2014-05-23,1291.6,1293.2,1293.4,1293.2,"0"
"1367",2014-05-25,1291.7,1293.9,1294.2,1291.1,"-"
"1368",2014-05-26,1292.5,1291.6,1294.4,1291.4,"-"
"1369",2014-05-27,1265.4,1291.9,1291.9,1276,"30"
"1370",2014-05-28,1259.3,1259.3,1259.3,1263.6,"-"
"1371",2014-05-29,1256.3,1258.3,1260.6,1250.9,"38050"
"1372",2014-05-30,1245.6,1255.1,1259.6,1241.8,"3840"
"1373",2014-06-02,1243.7,1250,1250.7,1240.9,"770"
"1374",2014-06-03,1244.3,1244.1,1247.5,1240.5,"650"
"1375",2014-06-04,1244,1245.1,1248.8,1242.7,"600"
"1376",2014-06-05,1253,1244,1256.6,1241.2,"1320"
"1377",2014-06-06,1252.1,1253.4,1256.6,1246.3,"380"
"1378",2014-06-09,1253.5,1252.7,1256.1,1251.8,"100"
"1379",2014-06-10,1259.8,1252.4,1262.3,1251,"1010"
"1380",2014-06-11,1260.8,1259.9,1264.4,1259.1,"130"
"1381",2014-06-12,1273.6,1260,1274.5,1260,"130"
"1382",2014-06-13,1273.7,1272.5,1274.7,1271.3,"150"
"1383",2014-06-16,1274.9,1279.8,1283.5,1270.8,"330"
"1384",2014-06-17,1271.7,1272.8,1272.8,1260.9,"820"
"1385",2014-06-18,1272.4,1269.9,1272.7,1267.4,"140"
"1386",2014-06-19,1313.7,1277.2,1321,1277.2,"600"
"1387",2014-06-20,1316.2,1321.4,1321.4,1306.8,"250"
"1388",2014-06-23,1318,1312.3,1316.9,1312.3,"140"
"1389",2014-06-24,1320.9,1315.6,1325.6,1315.6,"220"
"1390",2014-06-25,1322.2,1315.3,1323.4,1312,"290"
"1391",2014-06-26,1316.1,1319.6,1319.6,1312.4,"590"
"1392",2014-06-27,1319,1317.4,1320.9,1313.3,"630"
"1393",2014-06-30,1321.8,1315.3,1328.7,1311.8,"740"
"1394",2014-07-01,1326.4,1326.7,1331.4,1326.2,"50"
"1395",2014-07-02,1330.7,1326.8,1330.7,1326.8,"230"
"1396",2014-07-03,1320.4,1327.3,1327.7,1313,"40"
"1397",2014-07-04,1321.3,1321.1,1324,1319.6,"-"
"1398",2014-07-07,1316.5,1319.6,1320.3,1313.2,"90"
"1399",2014-07-08,1316,1318.4,1323.5,1316,"10"
"1400",2014-07-09,1323.8,1324,1330.4,1324,"20"
"1401",2014-07-10,1338.7,1330.5,1343.7,1328,"30"
"1402",2014-07-11,1337,1337.9,1339,1336.2,"110"
"1403",2014-07-14,1306.3,1332.8,1332.8,1304.7,"100"
"1404",2014-07-15,1296.9,1307.4,1312.1,1294.1,"370"
"1405",2014-07-16,1299.6,1298.4,1303.1,1296.9,"30"
"1406",2014-07-17,1316.7,1303.1,1323.8,1303.1,"20"
"1407",2014-07-18,1309.2,1322.7,1322.7,1306.2,"30"
"1408",2014-07-21,1313.7,1311,1315.5,1311,"20"
"1409",2014-07-22,1306.1,1306.1,1306.1,1306.1,"0"
"1410",2014-07-23,1304.5,1304.5,1304.5,1304.5,"-"
"1411",2014-07-24,1290.6,1297.5,1297.5,1297.5,"0"
"1412",2014-07-25,1303.1,1294.8,1294.8,1294.8,"10"
"1413",2014-07-28,1303.3,1307.4,1308,1304.3,"50"
"1414",2014-07-29,1298.3,1310.9,1310.9,1310,"50"
"1415",2014-07-30,1294.9,1298.6,1303,1291,"36190"
"1416",2014-07-31,1281.3,1295.1,1297.3,1280.6,"5660"
"1417",2014-08-01,1293.6,1284.1,1296.6,1279.7,"1990"
"1418",2014-08-04,1287.7,1294.4,1295,1285.9,"920"
"1419",2014-08-05,1284,1288,1292.7,1282.6,"830"
"1420",2014-08-06,1306.7,1288.1,1309,1287.8,"710"
"1421",2014-08-07,1310.8,1305.3,1313.2,1302.5,"230"
"1422",2014-08-08,1308.9,1310.8,1322.1,1308,"590"
"1423",2014-08-11,1308.5,1308.4,1309.7,1305.3,"190"
"1424",2014-08-12,1308.8,1306.2,1315.8,1305.8,"440"
"1425",2014-08-13,1312.8,1308.8,1312.6,1305,"240"
"1426",2014-08-14,1313.9,1311.8,1316.4,1309.7,"320"
"1427",2014-08-15,1304.5,1311.7,1312.8,1292,"200"
"1428",2014-08-18,1297.7,1301.4,1302.1,1295.7,"100"
"1429",2014-08-19,1295.1,1298.8,1301.7,1294,"140"
"1430",2014-08-20,1293.4,1295.4,1295.8,1288.4,"330"
"1431",2014-08-21,1273.7,1290,1290,1272,"260"
"1432",2014-08-22,1278.6,1276,1280,1275,"120"
"1433",2014-08-25,1277.3,1277.3,1277.6,1273.7,"250"
"1434",2014-08-26,1283.8,1289.4,1289.5,1281.1,"70"
"1435",2014-08-27,1281.9,1281.5,1282.3,1281.5,"40"
"1436",2014-08-28,1288.7,1284.5,1293.7,1284.3,"820"
"1437",2014-08-29,1285.8,1289.5,1289.7,1284.8,"120"
"1438",2014-08-31,1287.7,1288.5,1289,1286.8,"-"
"1439",2014-09-01,1287.4,1287.6,1290.9,1285.9,"-"
"1440",2014-09-02,1263.7,1284.5,1286.4,1262.5,"280"
"1441",2014-09-03,1268.9,1266.3,1271.1,1263.1,"280"
"1442",2014-09-04,1265.1,1268.7,1272.7,1260.3,"290"
"1443",2014-09-05,1265.8,1263.2,1268.1,1263.2,"120"
"1444",2014-09-08,1252.7,1268.4,1268.4,1262.2,"0"
"1445",2014-09-09,1246.8,1246.8,1246.8,1246.8,"-"
"1446",2014-09-10,1243.5,1256.7,1256.7,1243.5,"100"
"1447",2014-09-11,1237.4,1237.4,1237.4,1237.4,"-"
"1448",2014-09-12,1229.9,1227,1227,1227,"50"
"1449",2014-09-15,1233.6,1226.7,1235,1226.7,"20"
"1450",2014-09-16,1235.2,1238.3,1238.3,1235.9,"0"
"1451",2014-09-17,1234.4,1236.2,1236.2,1221.9,"10"
"1452",2014-09-18,1225.7,1216.2,1220.4,1216.2,"10"
"1453",2014-09-19,1215.3,1218.3,1218.3,1218.3,"0"
"1454",2014-09-22,1216.8,1214.9,1214.9,1212.4,"10"
"1455",2014-09-23,1221,1221,1221,1221,"10"
"1456",2014-09-24,1218.6,1216.8,1216.8,1216.8,"0"
"1457",2014-09-25,1221.2,1209.5,1216.1,1209.5,"10"
"1458",2014-09-26,1214.1,1214.1,1214.1,1214.1,"0"
"1459",2014-09-29,1217.5,1216.3,1222.2,1214.7,"6340"
"1460",2014-09-30,1210.5,1214.8,1218.2,1204,"680"
"1461",2014-10-01,1214.6,1207.7,1217.8,1205.5,"180"
"1462",2014-10-02,1214.2,1215.3,1219.5,1210.3,"180"
"1463",2014-10-03,1192.2,1212.4,1212.4,1191,"500"
"1464",2014-10-06,1206.7,1187.7,1208,1182.8,"420"
"1465",2014-10-07,1211.7,1209.1,1210.8,1205.3,"270"
"1466",2014-10-08,1205.3,1210.2,1217.9,1207,"10"
"1467",2014-10-09,1224.6,1223.9,1229,1223.9,"20"
"1468",2014-10-10,1221,1223.5,1223.5,1217,"190"
"1469",2014-10-13,1229.3,1229.8,1234,1227,"100"
"1470",2014-10-14,1233.6,1235.9,1235.9,1235.8,"70"
"1471",2014-10-15,1244.1,1243.7,1247,1230.9,"250"
"1472",2014-10-16,1240.5,1242.1,1243,1236.7,"10"
"1473",2014-10-17,1238.3,1237.4,1237.5,1232.6,"360"
"1474",2014-10-20,1244,1237.3,1244,1235.4,"110"
"1475",2014-10-21,1251,1251,1251,1251,"50"
"1476",2014-10-22,1244.8,1244.8,1244.8,1244.3,"0"
"1477",2014-10-23,1228.5,1228,1228,1227.9,"0"
"1478",2014-10-24,1231.2,1229.4,1232.7,1229.4,"70"
"1479",2014-10-27,1229.1,1230.2,1230.2,1227.3,"280"
"1480",2014-10-28,1229.2,1224.9,1231,1224.7,"50"
"1481",2014-10-29,1224.3,1224.3,1224.3,1224.3,"-"
"1482",2014-10-30,1198.1,1213.7,1214.7,1195.8,"520"
"1483",2014-10-31,1171.1,1199.6,1199.7,1161.4,"260"
"1484",2014-11-03,1169.4,1166.4,1172.3,1163.1,"60"
"1485",2014-11-04,1167.4,1166.9,1171,1165,"40"
"1486",2014-11-05,1145.4,1168.1,1168.7,1137.8,"160"
"1487",2014-11-06,1142.3,1141.1,1147.5,1137.9,"140"
"1488",2014-11-07,1169.6,1139.9,1169.7,1132.9,"100"
"1489",2014-11-10,1159.6,1171,1171,1150.7,"40"
"1490",2014-11-11,1162.8,1155,1170.5,1151.6,"20"
"1491",2014-11-12,1158.9,1162.5,1168.1,1157.5,"20"
"1492",2014-11-13,1161.1,1163.7,1164.5,1155,"1050"
"1493",2014-11-14,1185,1155.2,1191,1148,"490"
"1494",2014-11-17,1183,1183.1,1186.9,1180.6,"20"
"1495",2014-11-18,1196.7,1197.1,1197.1,1193.9,"0"
"1496",2014-11-19,1193.6,1196.5,1198.3,1190,"20"
"1497",2014-11-20,1190.7,1191.8,1191.9,1190.7,"0"
"1498",2014-11-21,1197.5,1191,1202.4,1189,"20"
"1499",2014-11-24,1195.5,1197.7,1197.9,1196.5,"20"
"1500",2014-11-25,1197.1,1197.1,1197.1,1197.1,"0"
"1501",2014-11-26,1196.6,1200.5,1201,1193.7,"75300"
"1502",2014-11-27,1188.8,1197.3,1199.3,1185.4,"-"
"1503",2014-11-28,1175.2,1197,1198.3,1163.8,"11180"
"1504",2014-12-01,1218,1160,1220.4,1141.7,"5520"
"1505",2014-12-02,1199.2,1212.3,1212.3,1191.3,"1240"
"1506",2014-12-03,1208.5,1198.1,1213.7,1196.1,"440"
"1507",2014-12-04,1207.5,1208.2,1213,1201.6,"360"
"1508",2014-12-05,1190.1,1203.1,1206,1186.7,"560"
"1509",2014-12-08,1194.7,1190.6,1207,1187.2,"180"
"1510",2014-12-09,1231.5,1202,1238,1202,"310"
"1511",2014-12-10,1228.9,1231.2,1234.6,1226.6,"310"
"1512",2014-12-11,1225.1,1226.6,1232,1216.2,"260"
"1513",2014-12-12,1222,1227.8,1227.8,1216.2,"200"
"1514",2014-12-15,1207.2,1223.1,1223.1,1198,"80"
"1515",2014-12-16,1193.9,1197.2,1222,1192.7,"220"
"1516",2014-12-17,1194.3,1198.2,1199.6,1184,"90"
"1517",2014-12-18,1194.7,1189.7,1207.3,1189.7,"200"
"1518",2014-12-19,1195.9,1198,1200.8,1196.5,"100"
"1519",2014-12-22,1179.7,1198,1198,1172.7,"220"
"1520",2014-12-23,1177.9,1179.3,1180.3,1175,"230"
"1521",2014-12-24,1173.5,1177,1179.3,1173.7,"20"
"1522",2014-12-25,1177,1175,1178.9,1175,"-"
"1523",2014-12-26,1195.3,1177.2,1194.4,1177.2,"120"
"1524",2014-12-29,1181.7,1186.5,1186.5,1181.3,"60"
"1525",2014-12-30,1200.2,1181.4,1210.3,1181.4,"190"
"1526",2014-12-31,1183.9,1199.2,1199.2,1182.7,"90"
"1527",2015-01-01,1186.8,1184.1,1187.5,1184.1,"-"
"1528",2015-01-02,1186,1184,1194.5,1169.5,"140"
"1529",2015-01-05,1203.9,1180.3,1206.9,1180.1,"470"
"1530",2015-01-06,1219.3,1203.5,1220,1203.5,"100"
"1531",2015-01-07,1210.6,1219.2,1219.2,1211.8,"30"
"1532",2015-01-08,1208.4,1207,1215.7,1206.3,"90"
"1533",2015-01-09,1216,1211.1,1220.2,1210.3,"40"
"1534",2015-01-12,1232.7,1224.2,1234.4,1219.1,"100"
"1535",2015-01-13,1234.3,1239.2,1239.3,1230.3,"20"
"1536",2015-01-14,1234.4,1229.6,1243.8,1225.6,"20"
"1537",2015-01-15,1264.7,1231.5,1265,1227.3,"130"
"1538",2015-01-16,1276.9,1256.1,1279.7,1256.1,"40"
"1539",2015-01-18,1279,1281,1281.9,1275.7,"-"
"1540",2015-01-19,1275.9,1279.4,1279.5,1272.5,"-"
"1541",2015-01-20,1294.2,1278.9,1297.3,1273.8,"160"
"1542",2015-01-21,1293.7,1295.2,1303.5,1286.7,"80"
"1543",2015-01-22,1300.7,1293.2,1302.1,1283.5,"130"
"1544",2015-01-23,1292.6,1299.8,1299.8,1298.6,"20"
"1545",2015-01-26,1279.4,1289.5,1290.6,1279.4,"30"
"1546",2015-01-27,1291.7,1277.2,1288.8,1277.2,"20"
"1547",2015-01-28,1285.9,1285.9,1286.8,1285.9,"30"
"1548",2015-01-29,1254.6,1283.3,1285.4,1251,"67980"
"1549",2015-01-30,1278.5,1258,1284.3,1257,"8630"
"1550",2015-02-02,1276.2,1284.1,1284.1,1266,"1650"
"1551",2015-02-03,1259.7,1273.5,1284.7,1255.3,"2380"
"1552",2015-02-04,1263.8,1262,1271.6,1256.8,"670"
"1553",2015-02-05,1262,1271.8,1272.6,1257.8,"130"
"1554",2015-02-06,1233.9,1265,1267.6,1228,"430"
"1555",2015-02-09,1240.8,1237.5,1242.3,1235.4,"320"
"1556",2015-02-10,1231.6,1237.5,1245,1231.2,"230"
"1557",2015-02-11,1219,1233.3,1237.4,1219.7,"100"
"1558",2015-02-12,1220.1,1217.9,1229.8,1217.9,"100"
"1559",2015-02-13,1226.5,1222.2,1232.8,1222.2,"70"
"1560",2015-02-15,1228.8,1228.2,1229.3,1227.8,"-"
"1561",2015-02-16,1231.7,1228.7,1236.4,1228.5,"-"
"1562",2015-02-17,1208.1,1227.7,1234,1203,"200"
"1563",2015-02-18,1199.7,1207.1,1210.2,1197.8,"150"
"1564",2015-02-19,1207.1,1216.5,1220,1205,"70"
"1565",2015-02-20,1204.4,1206.5,1213.1,1199.1,"50"
"1566",2015-02-23,1200.3,1201.3,1203.3,1191.6,"270"
"1567",2015-02-24,1196.9,1203.4,1203.5,1193.8,"150"
"1568",2015-02-25,1201,1204.3,1204.6,1203,"20"
"1569",2015-02-26,1209.6,1204.8,1219,1204.8,"560"
"1570",2015-02-27,1212.6,1207.7,1217.8,1204.5,"200"
"1571",2015-03-02,1207.7,1214.3,1222.7,1204.9,"120"
"1572",2015-03-03,1204,1201.5,1212,1195,"50"
"1573",2015-03-04,1200.6,1204.8,1206.9,1198,"30"
"1574",2015-03-05,1195.9,1201.7,1205.4,1196,"30"
"1575",2015-03-06,1164.1,1195,1195.7,1163.7,"170"
"1576",2015-03-09,1166.4,1169.4,1174.2,1166.3,"50"
"1577",2015-03-10,1160.1,1166.4,1168.4,1156.5,"90"
"1578",2015-03-11,1150.7,1162,1163.5,1147.7,"70"
"1579",2015-03-12,1152.1,1155.4,1160.5,1149.7,"60"
"1580",2015-03-13,1152.6,1158.2,1159.2,1152.7,"40"
"1581",2015-03-16,1153.3,1159.7,1162.3,1150.1,"60"
"1582",2015-03-17,1148.3,1153.6,1158.2,1144.3,"70"
"1583",2015-03-18,1151.4,1148.7,1174.3,1147,"110"
"1584",2015-03-19,1169.1,1171.6,1171.6,1159.3,"40"
"1585",2015-03-20,1184.8,1171,1185.4,1171,"50"
"1586",2015-03-23,1188,1181.6,1182.9,1181.2,"10"
"1587",2015-03-24,1191.7,1188,1193,1186,"410"
"1588",2015-03-25,1197.3,1192.5,1199.2,1190.3,"10"
"1589",2015-03-26,1205.1,1198.2,1213.7,1198.2,"70"
"1590",2015-03-27,1199.8,1197,1197,1196.3,"0"
"1591",2015-03-30,1184.8,1198,1198.5,1181.6,"37990"
"1592",2015-03-31,1183.1,1185.8,1190.1,1178.2,"3410"
"1593",2015-04-01,1208.1,1182.9,1208.2,1181,"1630"
"1594",2015-04-02,1200.9,1204,1205.7,1194.8,"1680"
"1595",2015-04-03,1200.9,1200.9,1200.9,1200.9,"-"
"1596",2015-04-06,1218.6,1209.9,1224.2,1209.9,"340"
"1597",2015-04-07,1210.6,1214.8,1214.8,1208.2,"410"
"1598",2015-04-08,1203.1,1208.9,1211.4,1197.6,"240"
"1599",2015-04-09,1193.6,1201.7,1202.5,1193,"520"
"1600",2015-04-10,1204.6,1195.8,1210.4,1194,"200"
"1601",2015-04-13,1199.3,1208.1,1208.1,1198.3,"420"
"1602",2015-04-14,1192.8,1198.8,1200.6,1184.1,"550"
"1603",2015-04-15,1201.5,1194.6,1203.1,1188.6,"200"
"1604",2015-04-16,1198,1204.3,1208.5,1194.6,"200"
"1605",2015-04-17,1202.9,1200.2,1206,1200.2,"20"
"1606",2015-04-20,1193.5,1205.7,1206.9,1191,"70"
"1607",2015-04-21,1202.9,1193.2,1202.2,1192.8,"30"
"1608",2015-04-22,1186.9,1199.1,1202.6,1185.2,"90"
"1609",2015-04-23,1194.4,1187.2,1197,1186.1,"330"
"1610",2015-04-24,1175.2,1192.3,1194.7,1174.6,"50"
"1611",2015-04-27,1203.3,1182.3,1206.7,1181.4,"190"
"1612",2015-04-28,1214,1199.7,1205.9,1199.7,"10"
"1613",2015-04-29,1209.8,1211.2,1212.6,1201.9,"110"
"1614",2015-04-30,1182.4,1203.1,1205.9,1176.7,"140"
"1615",2015-05-01,1174.5,1178.1,1178.1,1170,"20"
"1616",2015-05-04,1186.8,1177.5,1189.4,1177.5,"40"
"1617",2015-05-05,1193.2,1187.5,1198.7,1186.9,"50"
"1618",2015-05-06,1190.3,1194.5,1194.6,1189.9,"10"
"1619",2015-05-07,1182.4,1181.5,1186,1179.7,"40"
"1620",2015-05-08,1189.1,1183.3,1187.5,1182.9,"50"
"1621",2015-05-11,1183.2,1189.7,1190.5,1179.3,"30"
"1622",2015-05-12,1192.6,1194.6,1194.8,1189.7,"10"
"1623",2015-05-13,1218.4,1192.7,1217.3,1191,"30"
"1624",2015-05-14,1225.4,1214.5,1225.6,1214.5,"40"
"1625",2015-05-15,1225.5,1218.5,1224.7,1214.8,"10"
"1626",2015-05-18,1227.8,1224.5,1228.1,1222.6,"10"
"1627",2015-05-19,1206.9,1223.9,1223.9,1206,"10"
"1628",2015-05-20,1208.9,1205.1,1210.8,1205.1,"10"
"1629",2015-05-21,1204.4,1204.5,1204.5,1203.7,"40"
"1630",2015-05-22,1204.3,1211.6,1211.9,1205.7,"10"
"1631",2015-05-24,1204.4,1205.8,1205.8,1203.9,"-"
"1632",2015-05-25,1207.4,1204.6,1209,1203.3,"-"
"1633",2015-05-26,1187.2,1193.6,1195,1186,"40"
"1634",2015-05-27,1185.9,1185.9,1185.9,1185.9,"30"
"1635",2015-05-28,1188.1,1187.1,1192,1179.6,"52710"
"1636",2015-05-29,1189.4,1187.8,1193.3,1185.7,"4750"
"1637",2015-06-01,1188.3,1190.6,1204,1184.3,"1240"
"1638",2015-06-02,1194.1,1189,1194.9,1186,"1000"
"1639",2015-06-03,1184.7,1193.9,1193.9,1179.1,"630"
"1640",2015-06-04,1174.9,1184.9,1185.5,1173,"450"
"1641",2015-06-05,1167.8,1176.4,1177.3,1163.3,"390"
"1642",2015-06-08,1173.2,1169.5,1176.1,1169.1,"170"
"1643",2015-06-09,1177.3,1172.9,1181.6,1172.7,"140"
"1644",2015-06-10,1186.1,1176.1,1190.1,1175.6,"300"
"1645",2015-06-11,1179.9,1183.2,1183.2,1174.4,"70"
"1646",2015-06-12,1178.8,1180.4,1181.2,1176.2,"140"
"1647",2015-06-15,1185.3,1179.9,1188.5,1172.7,"100"
"1648",2015-06-16,1180.5,1186.5,1186.5,1175.9,"30"
"1649",2015-06-17,1176.4,1177.6,1186.3,1174.9,"170"
"1650",2015-06-18,1201.5,1183.4,1202,1183.4,"130"
"1651",2015-06-19,1201.5,1199.7,1203.1,1199.7,"140"
"1652",2015-06-22,1183.7,1197.8,1197.8,1182.7,"30"
"1653",2015-06-23,1176.2,1183.8,1186,1176.8,"60"
"1654",2015-06-24,1172.6,1176.6,1177.4,1170.7,"260"
"1655",2015-06-25,1171.5,1175.8,1175.9,1171.7,"100"
"1656",2015-06-26,1172.9,1170.5,1170.5,1170.5,"30"
"1657",2015-06-29,1178.5,1185.1,1186,1173.8,"170"
"1658",2015-06-30,1171.5,1176.3,1176.4,1166.6,"220"
"1659",2015-07-01,1169,1173.1,1173.1,1166.6,"460"
"1660",2015-07-02,1163,1166.4,1168.1,1155.5,"320"
"1661",2015-07-03,1167.8,1164.7,1169,1164.6,"-"
"1662",2015-07-06,1172.9,1163.9,1173,1162.2,"630"
"1663",2015-07-07,1152.4,1166.8,1166.8,1149.5,"470"
"1664",2015-07-08,1163.3,1152.6,1161.7,1146.4,"70"
"1665",2015-07-09,1159,1154.8,1163.6,1154.8,"70"
"1666",2015-07-10,1157.7,1160.1,1162.9,1157.5,"30"
"1667",2015-07-13,1155.2,1159,1159,1151.2,"10"
"1668",2015-07-14,1153.3,1157.2,1157.2,1153,"40"
"1669",2015-07-15,1147.2,1154,1154.2,1144.8,"20"
"1670",2015-07-16,1143.8,1146.2,1146.2,1142.9,"10"
"1671",2015-07-17,1131.8,1144,1144,1130.2,"120"
"1672",2015-07-20,1106.7,1130.4,1130.7,1095.1,"190"
"1673",2015-07-21,1103.4,1097.1,1106.4,1097.1,"120"
"1674",2015-07-22,1091.4,1093,1095,1086,"50"
"1675",2015-07-23,1094,1097.4,1097.6,1087.8,"60"
"1676",2015-07-24,1085.6,1078.6,1100.7,1078.6,"50"
"1677",2015-07-27,1096.5,1100,1102.5,1093.9,"20"
"1678",2015-07-28,1096.3,1097.2,1097.7,1097,"30"
"1679",2015-07-29,1092.7,1096.4,1096.9,1093.6,"10"
"1680",2015-07-30,1088.4,1096.1,1097.5,1081,"49300"
"1681",2015-07-31,1094.9,1087.7,1102.8,1079.1,"5700"
"1682",2015-08-03,1089.4,1095.5,1097.1,1085,"2420"
"1683",2015-08-04,1090.7,1085.1,1093.9,1080.5,"1140"
"1684",2015-08-05,1085.7,1086.5,1090.6,1082.5,"1210"
"1685",2015-08-06,1090.2,1084.4,1092.2,1083.6,"270"
"1686",2015-08-07,1094.1,1088.9,1098.3,1081.7,"610"
"1687",2015-08-10,1104.2,1093.2,1107.6,1089.5,"900"
"1688",2015-08-11,1107.6,1103.8,1116.7,1094,"1000"
"1689",2015-08-12,1123.2,1106,1124.5,1101.5,"800"
"1690",2015-08-13,1115.7,1124.3,1124.3,1113,"440"
"1691",2015-08-14,1112.9,1113.9,1118.8,1112.5,"910"
"1692",2015-08-17,1118.6,1113.8,1122,1113.8,"400"
"1693",2015-08-18,1117.1,1118.2,1118.4,1110,"480"
"1694",2015-08-19,1128.1,1117,1134.3,1116.8,"350"
"1695",2015-08-20,1153,1132.8,1153.3,1132.8,"410"
